item_id,item_name,category,household_id,purchase_date,expiry_date,purchase_quantity,unit,daily_usage_rate,shelf_life_days,wasted_quantity,wasted_pct,target_label
ITM012,Cooking Oil,Pantry,HH004,2026-02-11,2026-08-10,0.45,liters,0.084,180,0.06,0.133,Medium Risk
ITM015,Butter,Dairy,HH006,2026-04-19,2026-06-18,0.46,kg,0.032,60,0.02,0.043,Low Risk
ITM002,Eggs,Dairy,HH003,2026-03-06,2026-03-27,2.7,dozen,0.525,21,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH007,2026-01-08,2026-03-09,0.6,kg,0.054,60,0.02,0.033,Low Risk
ITM012,Cooking Oil,Pantry,HH010,2026-04-24,2026-10-21,0.21,liters,0.018,180,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH019,2026-05-13,2026-06-12,0.86,kg,0.1,30,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH008,2026-03-04,2026-07-02,0.99,boxes,0.115,120,0.11,0.111,Medium Risk
ITM015,Butter,Dairy,HH019,2026-02-07,2026-04-08,0.25,kg,0.077,60,0.07,0.28,Medium Risk
ITM015,Butter,Dairy,HH007,2026-01-01,2026-03-02,0.42,kg,0.053,60,0.02,0.048,Low Risk
ITM011,Cereal,Pantry,HH012,2026-04-19,2026-08-17,0.68,boxes,0.082,120,0.15,0.221,Medium Risk
ITM003,Bread,Bakery,HH002,2026-01-10,2026-01-15,4.44,loaves,0.65,5,1.12,0.252,Medium Risk
ITM011,Cereal,Pantry,HH014,2026-01-06,2026-05-06,0.55,boxes,0.09,120,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH011,2026-05-22,2026-06-12,1.28,dozen,0.287,21,0.15,0.117,Medium Risk
ITM015,Butter,Dairy,HH009,2026-04-19,2026-06-18,0.49,kg,0.11,60,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH015,2026-03-24,2026-04-23,0.66,kg,0.039,30,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH010,2026-03-04,2026-03-14,2.08,liters,0.148,10,0.8,0.385,Medium Risk
ITM009,Cheese,Dairy,HH014,2026-02-23,2026-03-25,0.63,kg,0.118,30,0.15,0.238,Medium Risk
ITM005,Ice Cream,Frozen,HH017,2026-04-05,2026-07-04,0.66,tubs,0.179,90,0.1,0.152,Medium Risk
ITM011,Cereal,Pantry,HH011,2026-04-03,2026-08-01,0.57,boxes,0.045,120,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH011,2026-05-26,2026-05-30,1.98,kg,0.309,4,0.63,0.318,Medium Risk
ITM014,Orange Juice,Beverages,HH016,2026-01-01,2026-01-11,2.22,liters,0.162,10,0.37,0.167,Medium Risk
ITM001,Milk,Dairy,HH001,2026-05-17,2026-05-24,2.84,liters,0.622,7,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH009,2026-04-19,2026-05-03,2.74,cups,0.39,14,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH001,2026-02-09,2026-06-09,0.34,boxes,0.076,120,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH015,2026-03-21,2026-03-27,2.8,kg,0.143,6,2.28,0.814,High Risk
ITM014,Orange Juice,Beverages,HH009,2026-01-13,2026-01-23,1.15,liters,0.508,10,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH008,2026-03-31,2026-07-29,0.49,boxes,0.099,120,0.03,0.061,Low Risk
ITM003,Bread,Bakery,HH010,2026-04-29,2026-05-04,2.09,loaves,0.243,5,1.27,0.608,High Risk
ITM005,Ice Cream,Frozen,HH003,2026-04-25,2026-07-24,1.1,tubs,0.307,90,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH018,2026-02-15,2026-07-15,1.05,bags,0.099,150,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH008,2026-03-07,2026-05-06,0.34,kg,0.116,60,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH010,2026-04-23,2026-08-21,0.93,boxes,0.054,120,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH009,2026-01-26,2026-02-25,0.73,kg,0.129,30,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH005,2026-04-15,2026-04-20,1.93,kg,0.251,5,0.91,0.472,Medium Risk
ITM002,Eggs,Dairy,HH006,2026-04-20,2026-05-11,3.65,dozen,0.338,21,0.19,0.052,Low Risk
ITM012,Cooking Oil,Pantry,HH012,2026-05-11,2026-11-07,0.42,liters,0.038,180,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH013,2026-04-11,2026-06-10,0.66,kg,0.073,60,0.01,0.015,Low Risk
ITM013,Frozen Peas,Frozen,HH018,2026-01-02,2026-06-01,0.83,bags,0.16,150,0.12,0.145,Medium Risk
ITM015,Butter,Dairy,HH007,2026-04-18,2026-06-17,0.26,kg,0.101,60,0.02,0.077,Low Risk
ITM012,Cooking Oil,Pantry,HH006,2026-05-01,2026-10-28,0.35,liters,0.039,180,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH003,2026-03-20,2026-03-27,3.97,liters,0.535,7,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-01-21,2026-01-27,2.94,kg,0.166,6,2.94,1.0,High Risk
ITM006,Chicken Breast,Meat,HH009,2026-01-06,2026-01-10,0.99,kg,0.302,4,0.19,0.192,Medium Risk
ITM009,Cheese,Dairy,HH004,2026-03-14,2026-04-13,0.51,kg,0.122,30,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH003,2026-02-08,2026-02-18,2.2,liters,0.395,10,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH002,2026-04-10,2026-04-14,1.51,kg,0.227,4,0.71,0.47,Medium Risk
ITM012,Cooking Oil,Pantry,HH003,2026-01-06,2026-07-05,0.45,liters,0.071,180,0.06,0.133,Medium Risk
ITM010,Bananas,Produce,HH004,2026-05-02,2026-05-07,3.05,kg,0.546,5,0.53,0.174,Medium Risk
ITM015,Butter,Dairy,HH011,2026-04-24,2026-06-23,0.47,kg,0.062,60,0.11,0.234,Medium Risk
ITM014,Orange Juice,Beverages,HH001,2026-04-21,2026-05-01,1.89,liters,0.227,10,0.26,0.138,Medium Risk
ITM001,Milk,Dairy,HH002,2026-04-23,2026-04-30,4.26,liters,0.437,7,0.78,0.183,Medium Risk
ITM008,Yogurt,Dairy,HH006,2026-04-23,2026-05-07,2.98,cups,0.486,14,0.02,0.007,Low Risk
ITM013,Frozen Peas,Frozen,HH016,2026-04-16,2026-09-13,0.9,bags,0.072,150,0.05,0.056,Low Risk
ITM014,Orange Juice,Beverages,HH005,2026-01-07,2026-01-17,1.86,liters,0.142,10,0.39,0.21,Medium Risk
ITM005,Ice Cream,Frozen,HH020,2026-03-01,2026-05-30,0.62,tubs,0.095,90,0.02,0.032,Low Risk
ITM005,Ice Cream,Frozen,HH012,2026-02-09,2026-05-10,0.84,tubs,0.194,90,0.05,0.06,Low Risk
ITM008,Yogurt,Dairy,HH016,2026-02-19,2026-03-05,3.67,cups,0.4,14,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH007,2026-01-02,2026-03-03,0.47,kg,0.084,60,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH005,2026-01-07,2026-01-13,2.88,kg,0.253,6,1.98,0.688,High Risk
ITM006,Chicken Breast,Meat,HH002,2026-02-05,2026-02-09,1.24,kg,0.231,4,0.33,0.266,Medium Risk
ITM014,Orange Juice,Beverages,HH016,2026-02-14,2026-02-24,1.52,liters,0.153,10,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH012,2026-04-28,2026-05-05,3.99,liters,0.406,7,0.81,0.203,Medium Risk
ITM010,Bananas,Produce,HH009,2026-04-09,2026-04-14,1.35,kg,0.723,5,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH013,2026-03-30,2026-04-03,2.35,kg,0.369,4,1.32,0.562,High Risk
ITM009,Cheese,Dairy,HH005,2026-01-25,2026-02-24,0.41,kg,0.041,30,0.08,0.195,Medium Risk
ITM011,Cereal,Pantry,HH008,2026-02-27,2026-06-27,0.46,boxes,0.106,120,0.04,0.087,Low Risk
ITM005,Ice Cream,Frozen,HH008,2026-04-12,2026-07-11,0.86,tubs,0.281,90,0.03,0.035,Low Risk
ITM001,Milk,Dairy,HH015,2026-04-14,2026-04-21,4.62,liters,0.392,7,1.2,0.26,Medium Risk
ITM009,Cheese,Dairy,HH008,2026-04-09,2026-05-09,0.67,kg,0.078,30,0.13,0.194,Medium Risk
ITM014,Orange Juice,Beverages,HH002,2026-02-03,2026-02-13,2.98,liters,0.173,10,1.5,0.503,High Risk
ITM011,Cereal,Pantry,HH017,2026-04-16,2026-08-14,0.32,boxes,0.085,120,0.01,0.031,Low Risk
ITM013,Frozen Peas,Frozen,HH006,2026-01-30,2026-06-29,1.09,bags,0.127,150,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH016,2026-01-26,2026-01-31,1.25,kg,0.283,5,0.1,0.08,Low Risk
ITM007,Tomatoes,Produce,HH014,2026-02-13,2026-02-19,3.09,kg,0.559,6,0.35,0.113,Medium Risk
ITM009,Cheese,Dairy,HH016,2026-02-14,2026-03-16,0.36,kg,0.088,30,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH007,2026-02-16,2026-02-20,1.48,kg,0.265,4,0.56,0.378,Medium Risk
ITM011,Cereal,Pantry,HH017,2026-02-10,2026-06-10,0.85,boxes,0.107,120,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH014,2026-01-19,2026-02-18,0.6,kg,0.137,30,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH017,2026-04-18,2026-05-09,2.66,dozen,0.323,21,0.22,0.083,Low Risk
ITM011,Cereal,Pantry,HH015,2026-02-03,2026-06-03,0.89,boxes,0.033,120,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH010,2026-05-02,2026-05-09,3.37,liters,0.312,7,1.07,0.318,Medium Risk
ITM013,Frozen Peas,Frozen,HH002,2026-02-22,2026-07-22,1.17,bags,0.098,150,0.01,0.009,Low Risk
ITM010,Bananas,Produce,HH006,2026-01-15,2026-01-20,3.37,kg,0.34,5,2.57,0.763,High Risk
ITM002,Eggs,Dairy,HH017,2026-05-26,2026-06-16,3.88,dozen,0.47,21,0.11,0.028,Low Risk
ITM013,Frozen Peas,Frozen,HH018,2026-01-30,2026-06-29,1.24,bags,0.181,150,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH015,2026-05-24,2026-05-28,1.24,kg,0.131,4,1.11,0.895,High Risk
ITM004,Rice,Grains,HH018,2026-04-08,2027-04-08,0.68,kg,0.124,365,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH017,2026-02-05,2026-04-06,0.28,kg,0.075,60,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH019,2026-04-12,2026-04-16,2.67,kg,0.266,4,2.35,0.88,High Risk
ITM002,Eggs,Dairy,HH014,2026-05-02,2026-05-23,1.84,dozen,0.382,21,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH011,2026-02-20,2026-03-13,3.74,dozen,0.217,21,0.4,0.107,Medium Risk
ITM013,Frozen Peas,Frozen,HH011,2026-03-24,2026-08-21,1.16,bags,0.137,150,0.18,0.155,Medium Risk
ITM008,Yogurt,Dairy,HH009,2026-01-01,2026-01-15,2.89,cups,0.45,14,0.04,0.014,Low Risk
ITM011,Cereal,Pantry,HH003,2026-04-06,2026-08-04,0.34,boxes,0.14,120,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH019,2026-03-03,2026-07-01,0.6,boxes,0.146,120,0.01,0.017,Low Risk
ITM014,Orange Juice,Beverages,HH008,2026-05-10,2026-05-20,1.28,liters,0.339,10,0.14,0.109,Medium Risk
ITM003,Bread,Bakery,HH007,2026-02-26,2026-03-03,4.01,loaves,0.498,5,1.6,0.399,Medium Risk
ITM001,Milk,Dairy,HH001,2026-03-30,2026-04-06,3.85,liters,0.402,7,1.42,0.369,Medium Risk
ITM001,Milk,Dairy,HH008,2026-01-13,2026-01-20,5.37,liters,0.482,7,3.11,0.579,High Risk
ITM001,Milk,Dairy,HH018,2026-04-21,2026-04-28,3.96,liters,0.407,7,0.95,0.24,Medium Risk
ITM013,Frozen Peas,Frozen,HH010,2026-04-25,2026-09-22,0.73,bags,0.058,150,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH015,2026-03-11,2026-03-15,1.4,kg,0.215,4,0.43,0.307,Medium Risk
ITM008,Yogurt,Dairy,HH005,2026-04-09,2026-04-23,1.76,cups,0.206,14,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH016,2026-03-29,2026-07-27,0.51,boxes,0.097,120,0.01,0.02,Low Risk
ITM008,Yogurt,Dairy,HH018,2026-05-18,2026-06-01,3.36,cups,0.595,14,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH015,2026-04-29,2026-05-03,1.99,kg,0.103,4,1.99,1.0,High Risk
ITM008,Yogurt,Dairy,HH018,2026-01-11,2026-01-25,2.85,cups,0.497,14,0.51,0.179,Medium Risk
ITM014,Orange Juice,Beverages,HH009,2026-04-24,2026-05-04,2.58,liters,0.532,10,0.06,0.023,Low Risk
ITM015,Butter,Dairy,HH003,2026-02-15,2026-04-16,0.79,kg,0.054,60,0.08,0.101,Medium Risk
ITM004,Rice,Grains,HH002,2026-05-23,2027-05-23,1.27,kg,0.154,365,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH002,2026-01-14,2026-06-13,0.84,bags,0.115,150,0.17,0.202,Medium Risk
ITM015,Butter,Dairy,HH010,2026-03-21,2026-05-20,0.39,kg,0.056,60,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH001,2026-05-20,2026-05-27,2.41,liters,0.504,7,0.15,0.062,Low Risk
ITM010,Bananas,Produce,HH015,2026-03-05,2026-03-10,1.93,kg,0.216,5,1.02,0.528,High Risk
ITM013,Frozen Peas,Frozen,HH007,2026-03-10,2026-08-07,0.76,bags,0.116,150,0.01,0.013,Low Risk
ITM013,Frozen Peas,Frozen,HH006,2026-04-08,2026-09-05,1.08,bags,0.148,150,0.02,0.019,Low Risk
ITM009,Cheese,Dairy,HH008,2026-04-09,2026-05-09,0.98,kg,0.105,30,0.04,0.041,Low Risk
ITM013,Frozen Peas,Frozen,HH020,2026-03-24,2026-08-21,0.53,bags,0.059,150,0.04,0.075,Low Risk
ITM012,Cooking Oil,Pantry,HH001,2026-04-13,2026-10-10,0.39,liters,0.024,180,0.08,0.205,Medium Risk
ITM004,Rice,Grains,HH009,2026-03-11,2027-03-11,0.72,kg,0.145,365,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH017,2026-01-13,2026-05-13,0.77,boxes,0.085,120,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH017,2026-05-07,2026-10-04,0.67,bags,0.183,150,0.25,0.373,Medium Risk
ITM003,Bread,Bakery,HH007,2026-02-09,2026-02-14,4.02,loaves,0.433,5,3.35,0.833,High Risk
ITM015,Butter,Dairy,HH016,2026-04-24,2026-06-23,0.58,kg,0.049,60,0.02,0.034,Low Risk
ITM001,Milk,Dairy,HH005,2026-02-24,2026-03-03,5.75,liters,0.352,7,5.75,1.0,High Risk
ITM006,Chicken Breast,Meat,HH006,2026-05-17,2026-05-21,2.55,kg,0.165,4,2.48,0.973,High Risk
ITM006,Chicken Breast,Meat,HH018,2026-01-16,2026-01-20,1.77,kg,0.277,4,0.73,0.412,Medium Risk
ITM011,Cereal,Pantry,HH003,2026-04-04,2026-08-02,0.74,boxes,0.142,120,0.05,0.068,Low Risk
ITM012,Cooking Oil,Pantry,HH005,2026-05-01,2026-10-28,0.24,liters,0.035,180,0.01,0.042,Low Risk
ITM013,Frozen Peas,Frozen,HH014,2026-05-02,2026-09-29,1.31,bags,0.18,150,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH016,2026-03-06,2026-06-04,1.46,tubs,0.093,90,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH020,2026-02-12,2026-02-19,2.53,liters,0.352,7,0.17,0.067,Low Risk
ITM011,Cereal,Pantry,HH017,2026-03-31,2026-07-29,0.61,boxes,0.117,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH013,2026-03-25,2026-05-24,0.6,kg,0.07,60,0.04,0.067,Low Risk
ITM008,Yogurt,Dairy,HH007,2026-05-27,2026-06-10,4.52,cups,0.614,14,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH002,2026-02-23,2026-02-27,1.7,kg,0.23,4,0.92,0.541,High Risk
ITM010,Bananas,Produce,HH002,2026-01-21,2026-01-26,1.54,kg,0.428,5,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH008,2026-01-08,2026-01-12,1.36,kg,0.395,4,0.21,0.154,Medium Risk
ITM002,Eggs,Dairy,HH008,2026-04-10,2026-05-01,1.78,dozen,0.531,21,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH005,2026-02-02,2026-04-03,0.53,kg,0.032,60,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH004,2026-03-04,2026-03-14,2.83,liters,0.314,10,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH015,2026-03-07,2026-03-12,1.71,kg,0.137,5,1.71,1.0,High Risk
ITM011,Cereal,Pantry,HH011,2026-03-27,2026-07-25,0.98,boxes,0.073,120,0.13,0.133,Medium Risk
ITM012,Cooking Oil,Pantry,HH020,2026-04-10,2026-10-07,0.28,liters,0.035,180,0.01,0.036,Low Risk
ITM011,Cereal,Pantry,HH014,2026-03-20,2026-07-18,0.47,boxes,0.181,120,0.03,0.064,Low Risk
ITM013,Frozen Peas,Frozen,HH018,2026-03-08,2026-08-05,1.21,bags,0.128,150,0.03,0.025,Low Risk
ITM007,Tomatoes,Produce,HH014,2026-05-01,2026-05-07,1.19,kg,0.264,6,0.08,0.067,Low Risk
ITM004,Rice,Grains,HH016,2026-03-31,2027-03-31,1.16,kg,0.147,365,0.18,0.155,Medium Risk
ITM006,Chicken Breast,Meat,HH005,2026-05-05,2026-05-09,2.12,kg,0.151,4,1.91,0.901,High Risk
ITM010,Bananas,Produce,HH008,2026-02-23,2026-02-28,2.72,kg,0.308,5,1.92,0.706,High Risk
ITM012,Cooking Oil,Pantry,HH002,2026-05-08,2026-11-04,0.3,liters,0.029,180,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH016,2026-02-12,2026-08-11,0.24,liters,0.031,180,0.02,0.083,Low Risk
ITM001,Milk,Dairy,HH002,2026-04-23,2026-04-30,3.09,liters,0.678,7,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH011,2026-05-14,2026-09-11,0.66,boxes,0.051,120,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH010,2026-05-08,2026-05-22,4.35,cups,0.339,14,0.08,0.018,Low Risk
ITM006,Chicken Breast,Meat,HH019,2026-05-13,2026-05-17,2.64,kg,0.479,4,0.64,0.242,Medium Risk
ITM010,Bananas,Produce,HH004,2026-03-26,2026-03-31,3.24,kg,0.326,5,2.67,0.824,High Risk
ITM011,Cereal,Pantry,HH001,2026-03-25,2026-07-23,0.64,boxes,0.06,120,0.02,0.031,Low Risk
ITM004,Rice,Grains,HH006,2026-04-06,2027-04-06,0.73,kg,0.062,365,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH011,2026-01-09,2026-07-08,0.36,liters,0.022,180,0.04,0.111,Medium Risk
ITM012,Cooking Oil,Pantry,HH018,2026-05-24,2026-11-20,0.47,liters,0.066,180,0.03,0.064,Low Risk
ITM010,Bananas,Produce,HH001,2026-01-27,2026-02-01,2.25,kg,0.333,5,0.79,0.351,Medium Risk
ITM007,Tomatoes,Produce,HH006,2026-05-19,2026-05-25,2.85,kg,0.358,6,1.45,0.509,High Risk
ITM005,Ice Cream,Frozen,HH009,2026-03-15,2026-06-13,1.78,tubs,0.186,90,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH008,2026-02-16,2026-02-21,2.42,kg,0.48,5,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH009,2026-05-07,2026-05-13,3.07,kg,0.334,6,1.19,0.388,Medium Risk
ITM010,Bananas,Produce,HH001,2026-05-21,2026-05-26,2.35,kg,0.301,5,1.01,0.43,Medium Risk
ITM009,Cheese,Dairy,HH015,2026-01-06,2026-02-05,0.31,kg,0.07,30,0.01,0.032,Low Risk
ITM014,Orange Juice,Beverages,HH008,2026-05-07,2026-05-17,2.04,liters,0.287,10,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH013,2026-04-24,2026-04-28,2.51,kg,0.233,4,2.32,0.924,High Risk
ITM001,Milk,Dairy,HH018,2026-01-25,2026-02-01,3.85,liters,0.661,7,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH011,2026-01-23,2026-01-30,4.79,liters,0.3,7,4.79,1.0,High Risk
ITM007,Tomatoes,Produce,HH007,2026-01-06,2026-01-12,3.11,kg,0.385,6,0.56,0.18,Medium Risk
ITM015,Butter,Dairy,HH006,2026-03-12,2026-05-11,0.63,kg,0.082,60,0.02,0.032,Low Risk
ITM013,Frozen Peas,Frozen,HH009,2026-04-29,2026-09-26,1.1,bags,0.271,150,0.11,0.1,Low Risk
ITM001,Milk,Dairy,HH006,2026-01-03,2026-01-10,3.17,liters,0.51,7,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH006,2026-05-22,2026-06-01,2.0,liters,0.181,10,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH002,2026-02-26,2026-03-08,2.66,liters,0.228,10,0.3,0.113,Medium Risk
ITM002,Eggs,Dairy,HH003,2026-03-30,2026-04-20,1.91,dozen,0.619,21,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH018,2026-02-20,2026-06-20,0.92,boxes,0.092,120,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH002,2026-05-17,2026-10-14,1.17,bags,0.195,150,0.23,0.197,Medium Risk
ITM006,Chicken Breast,Meat,HH002,2026-04-22,2026-04-26,1.48,kg,0.36,4,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH012,2026-03-26,2026-04-09,1.7,cups,0.389,14,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH011,2026-03-18,2026-04-01,2.7,cups,0.435,14,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH011,2026-05-05,2026-07-04,0.32,kg,0.044,60,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH006,2026-05-18,2026-05-23,3.39,loaves,0.437,5,1.55,0.457,Medium Risk
ITM001,Milk,Dairy,HH018,2026-04-06,2026-04-13,4.09,liters,0.417,7,0.54,0.132,Medium Risk
ITM013,Frozen Peas,Frozen,HH005,2026-04-01,2026-08-29,1.11,bags,0.067,150,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH011,2026-02-10,2026-02-24,1.64,cups,0.44,14,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH014,2026-02-19,2026-02-26,3.05,liters,0.498,7,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH001,2026-04-20,2026-04-25,3.47,kg,0.346,5,3.08,0.888,High Risk
ITM011,Cereal,Pantry,HH017,2026-03-27,2026-07-25,0.96,boxes,0.05,120,0.03,0.031,Low Risk
ITM012,Cooking Oil,Pantry,HH002,2026-03-28,2026-09-24,0.29,liters,0.039,180,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH001,2026-04-29,2026-05-09,2.18,liters,0.174,10,0.26,0.119,Medium Risk
ITM007,Tomatoes,Produce,HH017,2026-03-24,2026-03-30,3.28,kg,0.208,6,3.28,1.0,High Risk
ITM004,Rice,Grains,HH002,2026-05-28,2027-05-28,1.18,kg,0.113,365,0.06,0.051,Low Risk
ITM005,Ice Cream,Frozen,HH008,2026-05-21,2026-08-19,1.09,tubs,0.224,90,0.02,0.018,Low Risk
ITM008,Yogurt,Dairy,HH011,2026-05-10,2026-05-24,2.0,cups,0.488,14,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH011,2026-02-07,2026-02-12,3.68,loaves,0.253,5,3.68,1.0,High Risk
ITM007,Tomatoes,Produce,HH019,2026-05-30,2026-06-05,1.56,kg,0.45,6,0.07,0.045,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-05-05,2026-05-11,2.67,kg,0.322,6,0.7,0.262,Medium Risk
ITM004,Rice,Grains,HH020,2026-03-05,2027-03-05,1.08,kg,0.11,365,0.1,0.093,Low Risk
ITM010,Bananas,Produce,HH009,2026-03-15,2026-03-20,3.61,kg,0.719,5,0.42,0.116,Medium Risk
ITM009,Cheese,Dairy,HH012,2026-01-26,2026-02-25,0.66,kg,0.082,30,0.07,0.106,Medium Risk
ITM013,Frozen Peas,Frozen,HH008,2026-02-01,2026-07-01,0.8,bags,0.148,150,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH004,2026-01-25,2026-05-25,0.71,boxes,0.071,120,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH010,2026-02-08,2026-03-01,3.53,dozen,0.193,21,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH011,2026-04-28,2026-05-08,1.88,liters,0.257,10,0.18,0.096,Low Risk
ITM015,Butter,Dairy,HH007,2026-03-08,2026-05-07,0.39,kg,0.091,60,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH013,2026-02-03,2026-08-02,0.19,liters,0.063,180,0.03,0.158,Medium Risk
ITM004,Rice,Grains,HH002,2026-03-04,2027-03-04,1.46,kg,0.089,365,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH002,2026-02-24,2026-03-02,2.42,kg,0.379,6,0.12,0.05,Low Risk
ITM011,Cereal,Pantry,HH019,2026-01-20,2026-05-20,0.49,boxes,0.098,120,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-03-21,2026-03-27,2.13,kg,0.271,6,0.17,0.08,Low Risk
ITM008,Yogurt,Dairy,HH002,2026-05-19,2026-06-02,4.88,cups,0.39,14,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH016,2026-04-09,2026-04-30,2.78,dozen,0.257,21,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH020,2026-05-15,2027-05-15,1.1,kg,0.09,365,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH010,2026-01-06,2026-02-05,0.69,kg,0.069,30,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH001,2026-01-22,2026-02-05,1.99,cups,0.333,14,0.05,0.025,Low Risk
ITM008,Yogurt,Dairy,HH008,2026-02-06,2026-02-20,4.63,cups,0.717,14,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH008,2026-04-18,2026-04-22,1.85,kg,0.354,4,0.39,0.211,Medium Risk
ITM011,Cereal,Pantry,HH010,2026-04-14,2026-08-12,0.61,boxes,0.066,120,0.01,0.016,Low Risk
ITM010,Bananas,Produce,HH011,2026-01-02,2026-01-07,3.76,kg,0.252,5,3.76,1.0,High Risk
ITM004,Rice,Grains,HH010,2026-04-10,2027-04-10,1.22,kg,0.067,365,0.21,0.172,Medium Risk
ITM004,Rice,Grains,HH017,2026-02-11,2027-02-11,0.83,kg,0.14,365,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH001,2026-05-07,2026-05-14,2.14,liters,0.532,7,0.62,0.29,Medium Risk
ITM004,Rice,Grains,HH005,2026-03-03,2027-03-03,0.99,kg,0.089,365,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH010,2026-01-14,2026-03-15,0.36,kg,0.027,60,0.0,0.0,Low Risk
